customer_id,age_band,residency,segment,created_date
CUST18654,18-25,AD,affluent,2026-01-20
CUST18406,18-25,AD,affluent,2026-02-11
CUST07900,26-35,AD,affluent,2025-10-18
CUST03762,26-35,AD,affluent,2025-10-20
CUST17021,26-35,AD,affluent,2025-11-06
CUST06843,26-35,AD,affluent,2025-11-19
CUST00464,26-35,AD,affluent,2025-11-24
CUST06340,26-35,AD,affluent,2025-12-05
CUST17478,26-35,AD,affluent,2025-12-25
CUST02916,26-35,AD,affluent,2026-01-14
CUST16832,26-35,AD,affluent,2026-01-19
CUST11940,26-35,AD,affluent,2026-01-22
CUST01195,26-35,AD,affluent,2026-02-01
CUST09081,36-45,AD,affluent,2025-11-01
CUST17461,36-45,AD,affluent,2025-11-15
CUST03355,36-45,AD,affluent,2025-12-21
CUST14308,36-45,AD,affluent,2025-12-29
CUST12244,46-60,AD,affluent,2025-10-24
CUST13001,46-60,AD,affluent,2025-11-02
CUST10989,46-60,AD,affluent,2025-11-17
CUST19500,46-60,AD,affluent,2025-11-28
CUST01859,46-60,AD,affluent,2025-12-16
CUST01775,46-60,AD,affluent,2026-01-02
CUST07694,46-60,AD,affluent,2026-01-05
CUST13147,46-60,AD,affluent,2026-01-06
CUST16915,46-60,AD,affluent,2026-01-16
CUST02827,46-60,AD,affluent,2026-01-29
CUST16133,46-60,AD,affluent,2026-02-02
CUST13713,46-60,AD,affluent,2026-02-10
CUST02680,46-60,AD,affluent,2026-02-11
CUST06211,60+,AD,affluent,2025-11-19
CUST07977,60+,AD,affluent,2026-01-02
CUST15878,60+,AD,affluent,2026-02-03
CUST16622,18-25,AD,affluent,2025-10-27
CUST05079,18-25,AD,affluent,2025-12-01
CUST08116,18-25,AD,affluent,2025-12-01
CUST06379,18-25,AD,affluent,2025-12-12
CUST15070,18-25,AD,affluent,2026-01-03
CUST01615,26-35,AD,affluent,2025-10-15
CUST00848,26-35,AD,affluent,2025-10-19
CUST18033,26-35,AD,affluent,2025-10-19
CUST04485,26-35,AD,affluent,2025-10-28
CUST13435,26-35,AD,affluent,2025-10-29
CUST12648,26-35,AD,affluent,2025-11-22
CUST19881,26-35,AD,affluent,2025-12-15
CUST09637,26-35,AD,affluent,2026-01-16
CUST14718,26-35,AD,affluent,2026-01-30
CUST09363,36-45,AD,affluent,2025-11-01
CUST01172,36-45,AD,affluent,2025-11-29
CUST06007,36-45,AD,affluent,2025-12-03
CUST01715,36-45,AD,affluent,2025-12-19
CUST02200,36-45,AD,affluent,2026-01-06
CUST13257,36-45,AD,affluent,2026-02-07
CUST06832,36-45,AD,affluent,2026-02-11
CUST06967,46-60,AD,affluent,2025-11-04
CUST15892,46-60,AD,affluent,2025-11-04
CUST16754,46-60,AD,affluent,2025-11-07
CUST00458,46-60,AD,affluent,2025-11-24
CUST05932,46-60,AD,affluent,2025-11-27
CUST08198,46-60,AD,affluent,2025-12-24
CUST13832,46-60,AD,affluent,2025-12-26
CUST13539,46-60,AD,affluent,2026-01-15
CUST08837,46-60,AD,affluent,2026-01-22
CUST03624,60+,AD,affluent,2025-12-16
CUST18037,18-25,AD,affluent,2025-10-26
CUST08263,18-25,AD,affluent,2025-11-10
CUST15760,18-25,AD,affluent,2025-11-14
CUST06601,18-25,AD,affluent,2025-12-04
CUST17643,18-25,AD,affluent,2025-12-08
CUST18374,18-25,AD,affluent,2025-12-17
CUST13520,18-25,AD,affluent,2026-01-31
CUST04544,18-25,AD,affluent,2026-02-07
CUST05707,26-35,AD,affluent,2025-11-04
CUST07266,26-35,AD,affluent,2025-11-06
CUST19944,26-35,AD,affluent,2025-11-20
CUST14491,26-35,AD,affluent,2025-11-27
CUST08836,26-35,AD,affluent,2025-12-21
CUST05267,26-35,AD,affluent,2026-01-08
CUST09580,26-35,AD,affluent,2026-01-31
CUST12068,26-35,AD,affluent,2026-02-04
CUST16473,36-45,AD,affluent,2025-11-15
CUST15745,36-45,AD,affluent,2025-11-22
CUST04893,36-45,AD,affluent,2025-12-05
CUST13969,36-45,AD,affluent,2025-12-10
CUST04302,36-45,AD,affluent,2026-01-15
CUST19854,36-45,AD,affluent,2026-01-19
CUST12199,46-60,AD,affluent,2025-12-28
CUST06754,46-60,AD,affluent,2026-01-05
CUST18299,46-60,AD,affluent,2026-01-06
CUST03599,46-60,AD,affluent,2026-01-12
CUST16194,46-60,AD,affluent,2026-01-31
CUST11964,46-60,AD,affluent,2026-02-02
CUST15709,46-60,AD,affluent,2026-02-09
CUST09085,60+,AD,affluent,2025-11-01
CUST13397,60+,AD,affluent,2025-11-25
CUST00283,18-25,AD,affluent,2025-10-17
CUST01360,18-25,AD,affluent,2025-10-28
CUST05126,18-25,AD,affluent,2025-11-07
CUST05869,18-25,AD,affluent,2025-12-05
CUST08994,18-25,AD,affluent,2025-12-05
CUST04889,18-25,AD,affluent,2026-01-23
CUST02602,18-25,AD,affluent,2026-02-01
CUST02644,26-35,AD,affluent,2025-10-31
CUST19733,26-35,AD,affluent,2025-11-07
CUST08436,26-35,AD,affluent,2025-11-08
CUST02365,26-35,AD,affluent,2025-11-12
CUST16604,26-35,AD,affluent,2025-11-28
CUST00972,26-35,AD,affluent,2025-12-12
CUST17022,26-35,AD,affluent,2025-12-12
CUST11604,26-35,AD,affluent,2026-01-16
CUST17560,26-35,AD,affluent,2026-01-25
CUST18809,36-45,AD,affluent,2025-10-19
CUST09830,36-45,AD,affluent,2025-10-24
CUST10468,36-45,AD,affluent,2025-10-28
CUST15949,36-45,AD,affluent,2025-11-07
CUST06936,36-45,AD,affluent,2025-11-11
CUST07224,36-45,AD,affluent,2025-11-22
CUST16484,36-45,AD,affluent,2025-12-31
CUST19508,36-45,AD,affluent,2026-01-08
CUST11803,36-45,AD,affluent,2026-01-19
CUST17173,36-45,AD,affluent,2026-01-21
CUST01968,36-45,AD,affluent,2026-01-24
CUST02926,36-45,AD,affluent,2026-02-06
CUST10190,46-60,AD,affluent,2025-10-20
CUST07330,46-60,AD,affluent,2025-11-22
CUST04007,46-60,AD,affluent,2025-11-24
CUST00160,46-60,AD,affluent,2025-12-22
CUST13005,46-60,AD,affluent,2026-01-09
CUST19701,46-60,AD,affluent,2026-01-17
CUST15805,46-60,AD,affluent,2026-01-19
CUST14430,60+,AD,affluent,2025-11-08
CUST11366,60+,AD,affluent,2026-02-06
CUST19975,18-25,AD,affluent,2025-11-04
CUST01891,18-25,AD,affluent,2025-11-22
CUST10169,18-25,AD,affluent,2025-11-24
CUST14690,18-25,AD,affluent,2025-11-28
CUST00233,18-25,AD,affluent,2025-12-12
CUST12217,18-25,AD,affluent,2025-12-15
CUST15084,18-25,AD,affluent,2026-02-06
CUST16003,26-35,AD,affluent,2025-10-23
CUST18604,26-35,AD,affluent,2025-11-01
CUST19910,26-35,AD,affluent,2025-11-03
CUST13302,26-35,AD,affluent,2025-11-13
CUST11978,26-35,AD,affluent,2025-11-16
CUST17902,26-35,AD,affluent,2025-11-25
CUST13774,26-35,AD,affluent,2025-11-30
CUST18767,26-35,AD,affluent,2025-12-02
CUST08235,26-35,AD,affluent,2026-01-03
CUST09051,26-35,AD,affluent,2026-01-06
CUST05363,36-45,AD,affluent,2025-10-15
CUST15319,36-45,AD,affluent,2025-10-16
CUST03621,36-45,AD,affluent,2025-10-17
CUST06697,36-45,AD,affluent,2025-10-21
CUST10553,36-45,AD,affluent,2025-10-22
CUST00807,36-45,AD,affluent,2025-11-15
CUST14498,36-45,AD,affluent,2025-11-15
CUST02484,36-45,AD,affluent,2025-11-18
CUST17342,36-45,AD,affluent,2025-11-21
CUST02562,36-45,AD,affluent,2025-12-06
CUST11755,36-45,AD,affluent,2025-12-30
CUST00394,36-45,AD,affluent,2026-01-02
CUST09350,36-45,AD,affluent,2026-01-24
CUST11159,36-45,AD,affluent,2026-02-08
CUST08222,46-60,AD,affluent,2025-10-15
CUST19261,46-60,AD,affluent,2025-10-17
CUST13986,46-60,AD,affluent,2025-10-21
CUST13618,46-60,AD,affluent,2025-11-02
CUST03224,46-60,AD,affluent,2025-11-16
CUST17586,46-60,AD,affluent,2025-12-18
CUST01086,46-60,AD,affluent,2026-01-14
CUST11220,46-60,AD,affluent,2026-02-04
CUST03914,60+,AD,affluent,2025-10-21
CUST12524,60+,AD,affluent,2026-01-03
CUST10471,60+,AD,affluent,2026-01-10
CUST04619,60+,AD,affluent,2026-01-24
CUST18499,60+,AD,affluent,2026-01-27
CUST07733,18-25,AD,affluent,2025-11-01
CUST19321,18-25,AD,affluent,2025-11-08
CUST12122,18-25,AD,affluent,2025-11-10
CUST03919,18-25,AD,affluent,2025-11-15
CUST18799,18-25,AD,affluent,2025-11-18
CUST16288,18-25,AD,affluent,2025-11-25
CUST10847,18-25,AD,affluent,2025-12-02
CUST17790,18-25,AD,affluent,2025-12-13
CUST11868,18-25,AD,affluent,2026-01-13
CUST12174,26-35,AD,affluent,2025-10-27
CUST03173,26-35,AD,affluent,2025-11-06
CUST03297,26-35,AD,affluent,2025-11-10
CUST08956,26-35,AD,affluent,2025-11-24
CUST09885,26-35,AD,affluent,2025-11-26
CUST07249,26-35,AD,affluent,2025-11-27
CUST19430,26-35,AD,affluent,2025-12-04
CUST19266,26-35,AD,affluent,2025-12-05
CUST01377,26-35,AD,affluent,2025-12-10
CUST04910,26-35,AD,affluent,2026-01-04
CUST08157,26-35,AD,affluent,2026-01-08
CUST12831,26-35,AD,affluent,2026-01-12
CUST03671,26-35,AD,affluent,2026-01-20
CUST16695,26-35,AD,affluent,2026-02-10
CUST08824,36-45,AD,affluent,2025-10-25
CUST16312,36-45,AD,affluent,2025-11-14
CUST16556,36-45,AD,affluent,2025-11-30
CUST19568,36-45,AD,affluent,2025-12-07
CUST13582,36-45,AD,affluent,2025-12-28
CUST08231,36-45,AD,affluent,2025-12-31
CUST16079,36-45,AD,affluent,2026-01-03
CUST00492,36-45,AD,affluent,2026-01-07
CUST15280,36-45,AD,affluent,2026-01-11
CUST03879,36-45,AD,affluent,2026-01-22
CUST01567,36-45,AD,affluent,2026-01-26
CUST18036,36-45,AD,affluent,2026-02-01
CUST08739,36-45,AD,affluent,2026-02-11
CUST17301,46-60,AD,affluent,2025-11-09
CUST12762,46-60,AD,affluent,2025-12-04
CUST09038,46-60,AD,affluent,2026-01-30
CUST19148,46-60,AD,affluent,2026-01-30
CUST09796,46-60,AD,affluent,2026-01-31
CUST04183,60+,AD,affluent,2025-11-25
CUST10778,60+,AD,affluent,2026-01-06
CUST01461,60+,AD,affluent,2026-01-12
CUST18097,18-25,AD,affluent,2025-10-22
CUST01950,18-25,AD,affluent,2025-11-13
CUST17975,18-25,AD,affluent,2025-11-16
CUST03699,18-25,AD,affluent,2025-11-22
CUST19467,18-25,AD,affluent,2025-12-11
CUST13995,18-25,AD,affluent,2025-12-18
CUST10368,18-25,AD,affluent,2026-01-19
CUST11061,18-25,AD,affluent,2026-01-24
CUST11320,18-25,AD,affluent,2026-01-24
CUST18542,18-25,AD,affluent,2026-02-08
CUST17279,26-35,AD,affluent,2025-10-16
CUST13183,26-35,AD,affluent,2025-11-10
CUST05883,26-35,AD,affluent,2025-11-16
CUST06719,26-35,AD,affluent,2025-12-08
CUST13565,26-35,AD,affluent,2025-12-16
CUST08191,26-35,AD,affluent,2025-12-17
CUST11211,26-35,AD,affluent,2026-01-09
CUST16444,26-35,AD,affluent,2026-01-10
CUST15550,26-35,AD,affluent,2026-02-03
CUST09225,26-35,AD,affluent,2026-02-10
CUST02306,36-45,AD,affluent,2025-10-19
CUST02876,36-45,AD,affluent,2025-10-22
CUST15124,36-45,AD,affluent,2025-10-27
CUST00147,36-45,AD,affluent,2025-10-31
CUST09870,36-45,AD,affluent,2025-11-11
CUST11011,36-45,AD,affluent,2025-11-30
CUST05199,36-45,AD,affluent,2025-12-04
CUST11361,36-45,AD,affluent,2025-12-25
CUST14821,36-45,AD,affluent,2026-01-10
CUST15821,36-45,AD,affluent,2026-01-21
CUST08585,36-45,AD,affluent,2026-01-26
CUST08387,36-45,AD,affluent,2026-02-09
CUST10633,46-60,AD,affluent,2025-10-15
CUST10782,46-60,AD,affluent,2025-10-22
CUST12138,46-60,AD,affluent,2025-11-03
CUST16545,46-60,AD,affluent,2025-11-06
CUST00602,46-60,AD,affluent,2025-11-18
CUST03117,46-60,AD,affluent,2025-11-28
CUST01489,46-60,AD,affluent,2025-11-30
CUST17808,46-60,AD,affluent,2025-12-13
CUST10014,46-60,AD,affluent,2025-12-14
CUST15772,46-60,AD,affluent,2025-12-22
CUST00473,46-60,AD,affluent,2026-01-02
CUST13856,46-60,AD,affluent,2026-01-08
CUST05835,46-60,AD,affluent,2026-01-20
CUST05971,60+,AD,affluent,2025-10-17
CUST13511,60+,AD,affluent,2025-11-15
CUST07506,60+,AD,affluent,2025-11-23
CUST18788,60+,AD,affluent,2025-12-12
CUST06322,18-25,AD,affluent,2025-10-19
CUST07504,18-25,AD,affluent,2025-11-26
CUST04029,18-25,AD,affluent,2025-12-23
CUST09590,18-25,AD,affluent,2026-01-10
CUST12714,18-25,AD,affluent,2026-02-07
CUST18914,26-35,AD,affluent,2025-10-23
CUST14092,26-35,AD,affluent,2025-11-08
CUST14416,26-35,AD,affluent,2025-11-14
CUST06223,26-35,AD,affluent,2025-11-19
CUST06785,26-35,AD,affluent,2025-11-27
CUST09922,26-35,AD,affluent,2025-12-19
CUST11818,26-35,AD,affluent,2026-01-05
CUST05502,26-35,AD,affluent,2026-01-06
CUST04207,26-35,AD,affluent,2026-02-05
CUST15976,36-45,AD,affluent,2025-10-18
CUST11046,36-45,AD,affluent,2025-10-22
CUST09654,36-45,AD,affluent,2025-10-23
CUST06625,36-45,AD,affluent,2025-11-03
CUST16914,36-45,AD,affluent,2025-11-10
CUST06790,36-45,AD,affluent,2025-11-29
CUST08834,36-45,AD,affluent,2025-12-18
CUST02505,36-45,AD,affluent,2025-12-22
CUST10971,36-45,AD,affluent,2025-12-24
CUST07167,36-45,AD,affluent,2025-12-28
CUST04752,36-45,AD,affluent,2026-01-14
CUST07452,36-45,AD,affluent,2026-02-05
CUST02912,36-45,AD,affluent,2026-02-11
CUST07623,46-60,AD,affluent,2025-11-05
CUST10725,46-60,AD,affluent,2025-11-06
CUST08829,46-60,AD,affluent,2025-11-07
CUST18921,46-60,AD,affluent,2025-11-07
CUST07750,46-60,AD,affluent,2025-11-19
CUST01946,46-60,AD,affluent,2025-12-07
CUST06642,46-60,AD,affluent,2025-12-15
CUST00956,46-60,AD,affluent,2025-12-31
CUST03395,46-60,AD,affluent,2026-01-03
CUST18562,46-60,AD,affluent,2026-01-24
CUST19239,46-60,AD,affluent,2026-02-07
CUST14844,46-60,AD,affluent,2026-02-08
CUST16508,60+,AD,affluent,2025-10-15
CUST09401,60+,AD,affluent,2025-10-27
CUST02016,60+,AD,affluent,2025-12-06
CUST13608,60+,AD,affluent,2025-12-29
CUST11098,60+,AD,affluent,2025-12-30
CUST18052,60+,AD,affluent,2026-01-10
CUST08367,18-25,AD,affluent,2025-11-11
CUST02797,18-25,AD,affluent,2025-11-13
CUST08071,18-25,AD,affluent,2025-11-15
CUST16861,18-25,AD,affluent,2025-12-19
CUST14009,18-25,AD,affluent,2025-12-21
CUST14239,18-25,AD,affluent,2025-12-23
CUST02836,18-25,AD,affluent,2025-12-24
CUST00024,18-25,AD,affluent,2025-12-30
CUST16400,18-25,AD,affluent,2026-01-02
CUST10548,18-25,AD,affluent,2026-01-29
CUST18311,18-25,AD,affluent,2026-02-05
CUST16387,26-35,AD,affluent,2025-10-20
CUST01695,26-35,AD,affluent,2025-10-21
CUST08451,26-35,AD,affluent,2025-10-22
CUST03484,26-35,AD,affluent,2025-11-08
CUST10394,26-35,AD,affluent,2025-11-13
CUST10831,26-35,AD,affluent,2025-11-30
CUST11867,26-35,AD,affluent,2025-12-10
CUST02005,26-35,AD,affluent,2025-12-20
CUST05741,26-35,AD,affluent,2025-12-25
CUST10469,26-35,AD,affluent,2026-01-11
CUST04230,26-35,AD,affluent,2026-01-23
CUST06089,26-35,AD,affluent,2026-02-10
CUST09449,36-45,AD,affluent,2025-10-22
CUST14140,36-45,AD,affluent,2025-11-24
CUST10732,36-45,AD,affluent,2025-12-16
CUST10821,36-45,AD,affluent,2026-01-17
CUST08715,36-45,AD,affluent,2026-02-09
CUST10359,46-60,AD,affluent,2025-11-21
CUST01438,46-60,AD,affluent,2025-11-23
CUST19042,46-60,AD,affluent,2025-12-15
CUST02086,46-60,AD,affluent,2026-01-06
CUST10972,46-60,AD,affluent,2026-01-15
CUST13184,46-60,AD,affluent,2026-02-10
CUST09421,60+,AD,affluent,2025-11-14
CUST05503,60+,AD,affluent,2025-11-20
CUST18242,60+,AD,affluent,2025-12-03
CUST14836,60+,AD,affluent,2025-12-06
CUST15063,60+,AD,affluent,2026-01-14
CUST14561,60+,AD,affluent,2026-02-01
CUST03352,60+,AD,affluent,2026-02-02
CUST08433,60+,AD,affluent,2026-02-11
CUST15418,18-25,AD,affluent,2025-10-26
CUST17557,18-25,AD,affluent,2025-10-31
CUST08899,18-25,AD,affluent,2025-12-13
CUST14468,18-25,AD,affluent,2025-12-22
CUST17508,18-25,AD,affluent,2026-02-10
CUST02647,26-35,AD,affluent,2025-11-08
CUST02855,26-35,AD,affluent,2025-11-18
CUST09594,26-35,AD,affluent,2025-12-10
CUST01788,26-35,AD,affluent,2026-01-04
CUST17924,26-35,AD,affluent,2026-01-09
CUST08898,26-35,AD,affluent,2026-01-17
CUST02239,26-35,AD,affluent,2026-01-20
CUST19401,26-35,AD,affluent,2026-01-21
CUST09849,26-35,AD,affluent,2026-01-30
CUST13408,26-35,AD,affluent,2026-02-02
CUST10071,36-45,AD,affluent,2025-10-23
CUST16803,36-45,AD,affluent,2026-01-11
CUST19716,36-45,AD,affluent,2026-01-24
CUST13761,36-45,AD,affluent,2026-01-28
CUST11565,36-45,AD,affluent,2026-01-29
CUST01032,46-60,AD,affluent,2025-10-16
CUST16582,46-60,AD,affluent,2025-10-18
CUST19302,46-60,AD,affluent,2025-10-20
CUST01321,46-60,AD,affluent,2025-11-18
CUST03552,46-60,AD,affluent,2025-11-26
CUST01795,46-60,AD,affluent,2025-12-16
CUST18113,46-60,AD,affluent,2025-12-26
CUST17212,46-60,AD,affluent,2025-12-29
CUST05251,46-60,AD,affluent,2025-12-30
