customer_id,lead_date_id,account_opened_date_id,card_opened_date_id,loan_applied_date_id,loan_approved_date_id,mortgage_applied_date_id,mortgage_approved_date_id,first_campaign_id,first_channel_id
CUST18566,,,,,,,,,
CUST03384,,,,,,,,,
CUST13762,,,,,,,,,
CUST10681,,,,,,,,,
CUST17074,,,,,,,,,
CUST01912,,,,,,,,,
CUST18296,,,,,,,,,
CUST16262,,,,,,,,,
CUST17175,,,,,,,,,
CUST07570,,,,,,,,,
CUST04981,,,,,,,,,
CUST00868,,,,,,,,,
CUST07647,,,,,,,,,
CUST09998,,,,,,,,,
CUST01267,,,,,,,,,
CUST19833,,,,,,,,,
CUST08550,,,,,,,,,
CUST17518,,,,,,,,,
CUST02272,,,,,,,,,
CUST01485,,,,,,,,,
CUST00101,,,,,,,,,
CUST03617,,,,,,,,,
CUST05437,,,,,,,,,
CUST08238,,,,,,,,,
CUST18540,,,,,,,,,
CUST14459,,,,,,,,,
CUST11562,,,,,,,,,
CUST07656,,,,,,,,,
CUST01180,,,,,,,,,
CUST19451,,,,,,,,,
CUST13296,,,,,,,,,
CUST18861,,,,,,,,,
CUST09597,,,,,,,,,
CUST02587,,,,,,,,,
CUST17790,,,,,,,,,
CUST01377,,,,,,,,,
CUST11098,,,,,,,,,
CUST06666,,,,,,,,,
CUST12975,,,,,,,,,
CUST05484,,,,,,,,,
CUST01759,,,,,,,,,
CUST12384,,,,,,,,,
CUST02919,,,,,,,,,
CUST00014,,,,,,,,,
CUST06219,,,,,,,,,
CUST14273,,,,,,,,,
CUST17627,,,,,,,,,
CUST12764,,,,,,,,,
CUST17043,,,,,,,,,
CUST14044,,,,,,,,,
CUST01444,,,,,,,,,
CUST09669,,,,,,,,,
CUST16308,,,,,,,,,
CUST07073,,,,,,,,,
CUST13307,,,,,,,,,
CUST12829,,,,,,,,,
CUST01872,,,,,,,,,
CUST19977,,,,,,,,,
CUST04801,,,,,,,,,
CUST09908,,,,,,,,,
CUST07213,,,,,,,,,
CUST08455,,,,,,,,,
CUST02895,,,,,,,,,
CUST16840,,,,,,,,,
CUST10711,,,,,,,,,
CUST08705,,,,,,,,,
CUST06658,,,,,,,,,
CUST06521,,,,,,,,,
CUST00410,,,,,,,,,
CUST03344,,,,,,,,,
CUST02956,,,,,,,,,
CUST03164,,,,,,,,,
CUST05813,,,,,,,,,
CUST03233,,,,,,,,,
CUST00904,,,,,,,,,
CUST01481,,,,,,,,,
CUST19575,,,,,,,,,
CUST03633,,,,,,,,,
CUST13744,,,,,,,,,
CUST19039,,,,,,,,,
CUST12369,,,,,,,,,
CUST05904,,,,,,,,,
CUST00631,,,,,,,,,
CUST14560,,,,,,,,,
CUST09456,,,,,,,,,
CUST11450,,,,,,,,,
CUST16526,,,,,,,,,
CUST08774,,,,,,,,,
CUST17243,,,,,,,,,
CUST08533,,,,,,,,,
CUST07511,,,,,,,,,
CUST13573,,,,,,,,,
CUST09429,,,,,,,,,
CUST13708,,,,,,,,,
CUST14029,,,,,,,,,
CUST02342,,,,,,,,,
CUST15905,,,,,,,,,
CUST15856,,,,,,,,,
CUST12509,,,,,,,,,
CUST17496,,,,,,,,,
CUST13496,,,,,,,,,
CUST17834,,,,,,,,,
CUST16454,,,,,,,,,
CUST00260,,,,,,,,,
CUST16008,,,,,,,,,
CUST14719,,,,,,,,,
CUST08543,,,,,,,,,
CUST03284,,,,,,,,,
CUST09814,,,,,,,,,
CUST14596,,,,,,,,,
CUST03392,,,,,,,,,
CUST13740,,,,,,,,,
CUST03635,,,,,,,,,
CUST00027,,,,,,,,,
CUST01531,,,,,,,,,
CUST00398,,,,,,,,,
CUST06801,,,,,,,,,
CUST03311,,,,,,,,,
CUST12788,,,,,,,,,
CUST09605,,,,,,,,,
CUST04624,,,,,,,,,
CUST12669,,,,,,,,,
CUST01907,,,,,,,,,
CUST13564,,,,,,,,,
CUST17195,,,,,,,,,
CUST09828,,,,,,,,,
CUST05567,,,,,,,,,
CUST11196,,,,,,,,,
CUST14257,,,,,,,,,
CUST08649,,,,,,,,,
CUST07399,,,,,,,,,
CUST06008,,,,,,,,,
CUST08315,,,,,,,,,
CUST18625,,,,,,,,,
CUST08561,,,,,,,,,
CUST04174,,,,,,,,,
CUST02381,,,,,,,,,
CUST06593,,,,,,,,,
CUST12227,,,,,,,,,
CUST12394,,,,,,,,,
CUST16240,,,,,,,,,
CUST14016,,,,,,,,,
CUST00334,,,,,,,,,
CUST15512,,,,,,,,,
CUST01722,,,,,,,,,
CUST18743,,,,,,,,,
CUST07667,,,,,,,,,
CUST15180,,,,,,,,,
CUST17589,,,,,,,,,
CUST01109,,,,,,,,,
CUST12879,,,,,,,,,
CUST19414,,,,,,,,,
CUST07005,,,,,,,,,
CUST15458,,,,,,,,,
CUST17750,,,,,,,,,
CUST14862,,,,,,,,,
CUST13888,,,,,,,,,
CUST17397,,,,,,,,,
CUST01495,,,,,,,,,
CUST06539,,,,,,,,,
CUST13847,,,,,,,,,
CUST08366,,,,,,,,,
CUST13536,,,,,,,,,
CUST02011,,,,,,,,,
CUST18408,,,,,,,,,
CUST19001,,,,,,,,,
CUST19675,,,,,,,,,
CUST08918,,,,,,,,,
CUST02225,,,,,,,,,
CUST00336,,,,,,,,,
CUST07560,,,,,,,,,
CUST02632,,,,,,,,,
CUST07797,,,,,,,,,
CUST10634,,,,,,,,,
CUST02572,,,,,,,,,
CUST19540,,,,,,,,,
CUST09455,,,,,,,,,
CUST05438,,,,,,,,,
CUST10631,,,,,,,,,
CUST18051,,,,,,,,,
CUST04250,,,,,,,,,
CUST03141,,,,,,,,,
CUST09617,,,,,,,,,
CUST00491,,,,,,,,,
CUST11721,,,,,,,,,
CUST17149,,,,,,,,,
CUST01196,,,,,,,,,
CUST06783,,,,,,,,,
CUST02291,,,,,,,,,
CUST10336,,,,,,,,,
CUST05015,,,,,,,,,
CUST11479,,,,,,,,,
CUST03462,,,,,,,,,
CUST05791,,,,,,,,,
CUST01721,,,,,,,,,
CUST09015,,,,,,,,,
CUST03514,,,,,,,,,
CUST04422,,,,,,,,,
CUST16787,,,,,,,,,
CUST03842,,,,,,,,,
CUST11471,,,,,,,,,
CUST17978,,,,,,,,,
CUST16990,,,,,,,,,
CUST07530,,,,,,,,,
CUST15048,,,,,,,,,
CUST11083,,,,,,,,,
CUST14437,,,,,,,,,
CUST07573,,,,,,,,,
CUST00566,,,,,,,,,
CUST09464,,,,,,,,,
CUST19288,,,,,,,,,
CUST15037,,,,,,,,,
CUST12084,,,,,,,,,
CUST12728,,,,,,,,,
CUST13379,,,,,,,,,
CUST19486,,,,,,,,,
CUST19503,,,,,,,,,
CUST16185,,,,,,,,,
CUST04515,,,,,,,,,
CUST18663,,,,,,,,,
CUST06619,,,,,,,,,
CUST19827,,,,,,,,,
CUST19863,,,,,,,,,
CUST19562,,,,,,,,,
CUST17994,,,,,,,,,
CUST17678,,,,,,,,,
CUST14287,,,,,,,,,
CUST11430,,,,,,,,,
CUST18086,,,,,,,,,
CUST02240,,,,,,,,,
CUST00060,,,,,,,,,
CUST16851,,,,,,,,,
CUST00579,,,,,,,,,
CUST13793,,,,,,,,,
CUST01732,,,,,,,,,
CUST07646,,,,,,,,,
CUST05355,,,,,,,,,
CUST07555,,,,,,,,,
CUST13612,,,,,,,,,
CUST03800,,,,,,,,,
CUST18128,,,,,,,,,
CUST02645,,,,,,,,,
CUST03805,,,,,,,,,
CUST07111,,,,,,,,,
CUST00067,,,,,,,,,
CUST11741,,,,,,,,,
CUST12343,,,,,,,,,
CUST09827,,,,,,,,,
CUST10524,,,,,,,,,
CUST06086,,,,,,,,,
CUST00103,,,,,,,,,
CUST11622,,,,,,,,,
CUST10206,,,,,,,,,
CUST03280,,,,,,,,,
CUST00215,,,,,,,,,
CUST00706,,,,,,,,,
CUST16575,,,,,,,,,
CUST09403,,,,,,,,,
CUST03868,,,,,,,,,
CUST17689,,,,,,,,,
CUST09462,,,,,,,,,
CUST05133,,,,,,,,,
CUST11185,,,,,,,,,
CUST16931,,,,,,,,,
CUST12051,,,,,,,,,
CUST05753,,,,,,,,,
CUST19496,,,,,,,,,
CUST17553,,,,,,,,,
CUST10089,,,,,,,,,
CUST04715,,,,,,,,,
CUST06907,,,,,,,,,
CUST09070,,,,,,,,,
CUST05921,,,,,,,,,
CUST01821,,,,,,,,,
CUST15991,,,,,,,,,
CUST07396,,,,,,,,,
CUST14569,,,,,,,,,
CUST12018,,,,,,,,,
CUST04480,,,,,,,,,
CUST17109,,,,,,,,,
CUST17744,,,,,,,,,
CUST07831,,,,,,,,,
CUST02682,,,,,,,,,
CUST17965,,,,,,,,,
CUST06899,,,,,,,,,
CUST08770,,,,,,,,,
CUST17390,,,,,,,,,
CUST11857,,,,,,,,,
CUST11503,,,,,,,,,
CUST02294,,,,,,,,,
CUST02529,,,,,,,,,
CUST11245,,,,,,,,,
CUST16097,,,,,,,,,
CUST18740,,,,,,,,,
CUST14046,,,,,,,,,
CUST03849,,,,,,,,,
CUST13855,,,,,,,,,
CUST12103,,,,,,,,,
CUST14622,,,,,,,,,
CUST04785,,,,,,,,,
CUST10839,,,,,,,,,
CUST13912,,,,,,,,,
CUST19453,,,,,,,,,
CUST02745,,,,,,,,,
CUST09076,,,,,,,,,
CUST05485,,,,,,,,,
CUST19472,,,,,,,,,
CUST10805,,,,,,,,,
CUST08689,,,,,,,,,
CUST06218,,,,,,,,,
CUST14069,,,,,,,,,
CUST13031,,,,,,,,,
CUST17240,,,,,,,,,
CUST00032,,,,,,,,,
CUST03663,,,,,,,,,
CUST04496,,,,,,,,,
CUST12352,,,,,,,,,
CUST03853,,,,,,,,,
CUST18337,,,,,,,,,
CUST19385,,,,,,,,,
CUST10117,,,,,,,,,
CUST17044,,,,,,,,,
CUST12992,,,,,,,,,
CUST12112,,,,,,,,,
CUST12839,,,,,,,,,
CUST03603,,,,,,,,,
CUST18230,,,,,,,,,
CUST12973,,,,,,,,,
CUST12936,,,,,,,,,
CUST02535,,,,,,,,,
CUST14170,,,,,,,,,
CUST01497,,,,,,,,,
CUST08500,,,,,,,,,
CUST04431,,,,,,,,,
CUST17536,,,,,,,,,
CUST04386,,,,,,,,,
CUST04059,,,,,,,,,
CUST11557,,,,,,,,,
CUST17035,,,,,,,,,
CUST04606,,,,,,,,,
CUST13665,,,,,,,,,
CUST10399,,,,,,,,,
CUST06833,,,,,,,,,
CUST07693,,,,,,,,,
CUST08922,,,,,,,,,
CUST17981,,,,,,,,,
CUST08380,,,,,,,,,
CUST14723,,,,,,,,,
CUST19292,,,,,,,,,
CUST06967,,,,,,,,,
CUST18374,,,,,,,,,
CUST13302,,,,,,,,,
CUST16545,,,,,,,,,
CUST11195,,,,,,,,,
CUST14633,,,,,,,,,
CUST15386,,,,,,,,,
CUST14829,,,,,,,,,
CUST13509,,,,,,,,,
CUST09011,,,,,,,,,
CUST15083,,,,,,,,,
CUST05871,,,,,,,,,
CUST19101,,,,,,,,,
CUST02006,,,,,,,,,
CUST13532,,,,,,,,,
CUST19465,,,,,,,,,
CUST19544,,,,,,,,,
CUST16069,,,,,,,,,
CUST08691,,,,,,,,,
CUST13642,,,,,,,,,
CUST10004,,,,,,,,,
CUST04944,,,,,,,,,
CUST16905,,,,,,,,,
CUST11907,,,,,,,,,
CUST16997,,,,,,,,,
CUST18731,,,,,,,,,
CUST02092,,,,,,,,,
CUST05541,,,,,,,,,
CUST18249,,,,,,,,,
CUST17029,,,,,,,,,
CUST16594,,,,,,,,,
CUST14891,,,,,,,,,
CUST03379,,,,,,,,,
CUST15722,,,,,,,,,
CUST17265,,,,,,,,,
CUST14039,,,,,,,,,
CUST06831,,,,,,,,,
CUST15189,,,,,,,,,
CUST06230,,,,,,,,,
CUST00645,,,,,,,,,
CUST19257,,,,,,,,,
CUST10127,,,,,,,,,
CUST03467,,,,,,,,,
CUST11751,,,,,,,,,
CUST01995,,,,,,,,,
CUST03589,,,,,,,,,
CUST17152,,,,,,,,,
CUST09915,,,,,,,,,
CUST13569,,,,,,,,,
CUST16196,,,,,,,,,
CUST14270,,,,,,,,,
CUST14828,,,,,,,,,
CUST08702,,,,,,,,,
CUST07237,,,,,,,,,
CUST10079,,,,,,,,,
CUST07466,,,,,,,,,
CUST08145,,,,,,,,,
CUST17206,,,,,,,,,
CUST17891,,,,,,,,,
CUST00516,,,,,,,,,
CUST12185,,,,,,,,,
CUST14200,,,,,,,,,
CUST16491,,,,,,,,,
CUST11271,,,,,,,,,
CUST07592,,,,,,,,,
CUST04558,,,,,,,,,
CUST14352,,,,,,,,,
CUST16448,,,,,,,,,
CUST08737,,,,,,,,,
CUST02074,,,,,,,,,
CUST15094,,,,,,,,,
CUST05404,,,,,,,,,
CUST09726,,,,,,,,,
CUST02514,,,,,,,,,
CUST08138,,,,,,,,,
CUST07334,,,,,,,,,
CUST05554,,,,,,,,,
CUST02703,,,,,,,,,
CUST03747,,,,,,,,,
CUST15390,,,,,,,,,
CUST02425,,,,,,,,,
CUST05530,,,,,,,,,
CUST17967,,,,,,,,,
CUST05977,,,,,,,,,
CUST16702,,,,,,,,,
CUST05931,,,,,,,,,
CUST11448,,,,,,,,,
CUST14013,,,,,,,,,
CUST08775,,,,,,,,,
CUST10883,,,,,,,,,
CUST04630,,,,,,,,,
CUST10886,,,,,,,,,
CUST01034,,,,,,,,,
CUST00949,,,,,,,,,
CUST19313,,,,,,,,,
CUST04498,,,,,,,,,
CUST01898,,,,,,,,,
CUST10061,,,,,,,,,
CUST02301,,,,,,,,,
CUST05244,,,,,,,,,
CUST05292,,,,,,,,,
CUST09953,,,,,,,,,
CUST18056,,,,,,,,,
CUST10435,,,,,,,,,
CUST16220,,,,,,,,,
CUST02099,,,,,,,,,
CUST00507,,,,,,,,,
CUST16064,,,,,,,,,
CUST00784,,,,,,,,,
CUST12350,,,,,,,,,
CUST17027,,,,,,,,,
CUST17132,,,,,,,,,
CUST10861,,,,,,,,,
CUST13979,,,,,,,,,
CUST18512,,,,,,,,,
CUST05772,,,,,,,,,
CUST13293,,,,,,,,,
CUST15328,,,,,,,,,
CUST04784,,,,,,,,,
CUST12438,,,,,,,,,
CUST05030,,,,,,,,,
CUST18235,,,,,,,,,
CUST13206,,,,,,,,,
CUST14544,,,,,,,,,
CUST15828,,,,,,,,,
CUST05419,,,,,,,,,
CUST12924,,,,,,,,,
CUST02354,,,,,,,,,
CUST13804,,,,,,,,,
CUST03398,,,,,,,,,
CUST09619,,,,,,,,,
CUST05102,,,,,,,,,
CUST05867,,,,,,,,,
CUST17075,,,,,,,,,
CUST06022,,,,,,,,,
CUST04932,,,,,,,,,
CUST08711,,,,,,,,,
CUST02841,,,,,,,,,
CUST18553,,,,,,,,,
CUST06032,,,,,,,,,
CUST07168,,,,,,,,,
CUST06316,,,,,,,,,
CUST19615,,,,,,,,,
CUST03469,,,,,,,,,
CUST14184,,,,,,,,,
CUST12686,,,,,,,,,
CUST00673,,,,,,,,,
CUST13895,,,,,,,,,
CUST03665,,,,,,,,,
CUST08900,,,,,,,,,
CUST13567,,,,,,,,,
CUST12635,,,,,,,,,
CUST04734,,,,,,,,,
CUST12627,,,,,,,,,
CUST15409,,,,,,,,,
CUST16367,,,,,,,,,
CUST07998,,,,,,,,,
CUST01130,,,,,,,,,
CUST01441,,,,,,,,,
CUST17593,,,,,,,,,
CUST16948,,,,,,,,,
CUST01096,,,,,,,,,
CUST05072,,,,,,,,,
CUST18912,,,,,,,,,
CUST17315,,,,,,,,,
CUST03943,,,,,,,,,
CUST15268,,,,,,,,,
CUST18545,,,,,,,,,
CUST11229,,,,,,,,,
CUST14033,,,,,,,,,
CUST04945,,,,,,,,,
CUST16239,,,,,,,,,
CUST03190,,,,,,,,,
CUST02589,,,,,,,,,
CUST08873,,,,,,,,,
CUST09809,,,,,,,,,
CUST08376,,,,,,,,,
CUST13580,,,,,,,,,
CUST05147,,,,,,,,,
CUST04307,,,,,,,,,
CUST06217,,,,,,,,,
CUST16537,,,,,,,,,
CUST09320,,,,,,,,,
CUST00571,,,,,,,,,
CUST07705,,,,,,,,,
CUST11453,,,,,,,,,
CUST06239,,,,,,,,,
CUST12889,,,,,,,,,
CUST08517,,,,,,,,,
CUST18651,,,,,,,,,
CUST00259,,,,,,,,,
CUST16843,,,,,,,,,
CUST14153,,,,,,,,,
CUST07215,,,,,,,,,
CUST00479,,,,,,,,,
CUST12157,,,,,,,,,
CUST15625,,,,,,,,,
CUST07661,,,,,,,,,
CUST07798,,,,,,,,,
CUST02626,,,,,,,,,
CUST12721,,,,,,,,,
CUST03602,,,,,,,,,
CUST12183,,,,,,,,,
CUST17099,,,,,,,,,
CUST07609,,,,,,,,,
CUST08385,,,,,,,,,
CUST02430,,,,,,,,,
CUST10260,,,,,,,,,
CUST00584,,,,,,,,,
CUST07629,,,,,,,,,
CUST15703,,,,,,,,,
CUST07738,,,,,,,,,
CUST06558,,,,,,,,,
CUST08858,,,,,,,,,
CUST04380,,,,,,,,,
CUST17090,,,,,,,,,
CUST10095,,,,,,,,,
CUST16757,,,,,,,,,
CUST16001,,,,,,,,,
CUST15607,,,,,,,,,
CUST08825,,,,,,,,,
CUST05984,,,,,,,,,
CUST09298,,,,,,,,,
CUST03509,,,,,,,,,
CUST14922,,,,,,,,,
CUST11306,,,,,,,,,
CUST14845,,,,,,,,,
CUST18120,,,,,,,,,
CUST15222,,,,,,,,,
CUST18797,,,,,,,,,
CUST05198,,,,,,,,,
CUST13806,,,,,,,,,
CUST07735,,,,,,,,,
CUST08698,,,,,,,,,
CUST05455,,,,,,,,,
CUST11819,,,,,,,,,
CUST13942,,,,,,,,,
CUST02608,,,,,,,,,
CUST09483,,,,,,,,,
CUST02112,,,,,,,,,
CUST09964,,,,,,,,,
CUST12713,,,,,,,,,
CUST10606,,,,,,,,,
CUST17367,,,,,,,,,
CUST01457,,,,,,,,,
CUST05186,,,,,,,,,
CUST13583,,,,,,,,,
CUST00786,,,,,,,,,
CUST03422,,,,,,,,,
CUST15134,,,,,,,,,
CUST02309,,,,,,,,,
CUST09156,,,,,,,,,
CUST19253,,,,,,,,,
CUST09392,,,,,,,,,
CUST01114,,,,,,,,,
CUST09967,,,,,,,,,
CUST18616,,,,,,,,,
CUST13028,,,,,,,,,
CUST11218,,,,,,,,,
CUST13255,,,,,,,,,
CUST00310,,,,,,,,,
CUST12684,,,,,,,,,
CUST06192,,,,,,,,,
CUST07422,,,,,,,,,
CUST18047,,,,,,,,,
CUST17365,,,,,,,,,
CUST13404,,,,,,,,,
CUST18377,,,,,,,,,
CUST16394,,,,,,,,,
CUST18497,,,,,,,,,
CUST12108,,,,,,,,,
CUST12002,,,,,,,,,
CUST10343,,,,,,,,,
CUST17684,,,,,,,,,
CUST08245,,,,,,,,,
CUST00532,,,,,,,,,
CUST12508,,,,,,,,,
CUST13047,,,,,,,,,
CUST02663,,,,,,,,,
CUST08262,,,,,,,,,
CUST16071,,,,,,,,,
CUST07091,,,,,,,,,
CUST19818,,,,,,,,,
CUST04327,,,,,,,,,
CUST04881,,,,,,,,,
CUST10090,,,,,,,,,
CUST07124,,,,,,,,,
CUST00287,,,,,,,,,
CUST18042,,,,,,,,,
CUST08984,,,,,,,,,
CUST16286,,,,,,,,,
CUST10111,,,,,,,,,
CUST02774,,,,,,,,,
