event_ts,customer_id,product_family,event_type,amount
2025-12-14 08:00:00,CUST00887,account,opened,
2025-12-15 17:00:00,CUST00887,card,opened,
2026-02-12 03:30:00,CUST00889,account,opened,
2026-02-21 05:30:00,CUST00889,card,opened,
2026-04-09 07:30:00,CUST00889,mortgage,applied,231444
2026-04-23 11:30:00,CUST00889,mortgage,approved,231444
2025-12-31 07:37:00,CUST00897,account,opened,
2026-01-11 14:37:00,CUST00897,card,opened,
2025-12-01 07:05:00,CUST00898,account,opened,
2025-12-01 11:05:00,CUST00898,card,opened,
2025-11-18 05:00:00,CUST00903,account,opened,
2025-12-03 14:00:00,CUST00903,card,opened,
2025-12-21 12:00:00,CUST00907,account,opened,
2026-01-22 11:00:00,CUST00920,account,opened,
2026-01-30 14:00:00,CUST00920,card,opened,
2026-02-08 10:00:00,CUST00924,account,opened,
2026-02-28 15:00:00,CUST00924,loan,applied,13117
2026-03-07 19:00:00,CUST00924,loan,approved,13117
2025-12-29 13:29:00,CUST00928,account,opened,
2026-02-19 15:12:00,CUST00937,account,opened,
2025-12-30 18:12:00,CUST00938,account,opened,
2026-01-15 22:12:00,CUST00938,card,opened,
2026-01-05 23:54:00,CUST00939,account,opened,
2026-01-28 01:23:00,CUST00948,account,opened,
2025-11-12 06:54:00,CUST00968,account,opened,
2026-01-31 04:09:00,CUST00973,account,opened,
2026-02-13 09:09:00,CUST00973,loan,applied,12061
2026-02-15 11:09:00,CUST00973,loan,approved,12061
2026-01-29 11:55:00,CUST00978,account,opened,
2026-02-13 18:55:00,CUST00978,card,opened,
2026-02-23 20:55:00,CUST00978,loan,applied,36707
2026-03-02 02:55:00,CUST00978,loan,approved,36707
2025-11-14 09:00:00,CUST00979,account,opened,
2025-12-24 01:01:00,CUST00984,account,opened,
2025-12-12 06:03:00,CUST00988,account,opened,
2026-01-06 01:00:00,CUST00989,account,opened,
2026-01-17 00:00:00,CUST00993,account,opened,
2025-10-28 20:24:00,CUST00996,account,opened,
2025-11-08 02:24:00,CUST00996,card,opened,
2025-12-02 10:37:00,CUST01013,account,opened,
2025-12-19 16:37:00,CUST01013,card,opened,
2026-02-09 17:57:00,CUST01031,account,opened,
2026-02-26 01:57:00,CUST01031,card,opened,
2026-02-12 06:59:00,CUST01033,account,opened,
2026-02-17 13:59:00,CUST01033,card,opened,
2026-02-16 09:30:00,CUST01035,account,opened,
2025-11-07 11:00:00,CUST01040,account,opened,
2025-11-10 13:00:00,CUST01040,card,opened,
2026-03-09 17:33:00,CUST01049,account,opened,
2025-11-15 10:00:00,CUST01054,account,opened,
2026-02-01 02:44:00,CUST01056,account,opened,
2026-02-13 07:44:00,CUST01056,card,opened,
2026-02-13 13:49:00,CUST01058,account,opened,
2026-02-25 18:49:00,CUST01058,card,opened,
2025-11-09 21:00:00,CUST01068,account,opened,
2025-11-02 02:41:00,CUST01072,account,opened,
2025-12-07 04:41:00,CUST01072,loan,applied,7267
2025-12-13 09:41:00,CUST01072,loan,approved,7267
2025-10-30 20:56:00,CUST01073,account,opened,
2025-11-20 05:56:00,CUST01073,card,opened,
2025-12-23 18:42:00,CUST01075,account,opened,
2026-01-12 21:42:00,CUST01075,card,opened,
2025-11-11 04:00:00,CUST01078,account,opened,
2025-11-29 05:00:00,CUST01078,card,opened,
2026-01-02 00:07:00,CUST01093,account,opened,
2025-12-23 23:13:00,CUST01110,account,opened,
2026-02-18 13:58:00,CUST01120,account,opened,
2026-03-09 13:58:00,CUST01120,card,opened,
2025-11-20 07:00:00,CUST01124,account,opened,
2025-11-20 07:00:00,CUST01124,card,opened,
2026-01-10 17:00:00,CUST01124,loan,applied,42775
2025-11-21 07:00:00,CUST01126,account,opened,
2025-12-06 10:00:00,CUST01126,card,opened,
2026-02-26 15:17:00,CUST01132,account,opened,
2026-02-13 10:39:00,CUST01133,account,opened,
2026-03-02 01:00:00,CUST01136,account,opened,
2026-03-03 11:00:00,CUST01136,card,opened,
2026-03-01 07:00:00,CUST01141,account,opened,
2026-03-02 07:00:00,CUST01141,card,opened,
2025-11-16 10:51:00,CUST01147,account,opened,
2025-11-26 17:51:00,CUST01147,card,opened,
2025-12-03 17:51:00,CUST01147,loan,applied,8208
2026-01-09 05:00:00,CUST01148,account,opened,
2026-01-25 05:00:00,CUST01148,card,opened,
2026-02-10 15:00:00,CUST01148,loan,applied,20732
2026-02-12 18:00:00,CUST01148,loan,approved,20732
2025-10-31 11:56:00,CUST01156,account,opened,
2026-01-19 22:58:00,CUST01167,account,opened,
2025-11-30 13:07:00,CUST01173,account,opened,
2025-12-03 03:00:00,CUST01179,account,opened,
2025-12-05 06:00:00,CUST01179,card,opened,
2026-02-22 07:54:00,CUST01182,account,opened,
2026-01-04 11:24:00,CUST01183,account,opened,
2026-01-05 12:24:00,CUST01183,card,opened,
2025-11-28 12:48:00,CUST01187,account,opened,
2025-12-15 15:48:00,CUST01187,card,opened,
2025-12-02 00:21:00,CUST01191,account,opened,
2025-12-09 03:21:00,CUST01191,card,opened,
2026-01-30 19:30:00,CUST01198,account,opened,
2026-02-09 21:30:00,CUST01198,card,opened,
2026-03-13 19:30:00,CUST01198,mortgage,applied,110764
2026-03-25 23:30:00,CUST01198,mortgage,approved,110764
2025-11-18 20:01:00,CUST01200,account,opened,
2026-01-28 00:01:00,CUST01200,mortgage,applied,204286
2026-02-06 19:01:00,CUST01205,account,opened,
2026-02-08 03:01:00,CUST01205,card,opened,
2025-12-05 02:47:00,CUST01211,account,opened,
2025-12-15 11:47:00,CUST01211,card,opened,
2026-02-03 08:45:00,CUST01212,account,opened,
2026-02-14 17:45:00,CUST01212,card,opened,
2026-01-30 05:26:00,CUST01215,account,opened,
2025-12-01 22:21:00,CUST01229,account,opened,
2026-02-06 10:00:00,CUST01236,account,opened,
2026-02-20 10:00:00,CUST01236,card,opened,
2026-01-29 12:16:00,CUST01252,account,opened,
2026-02-04 20:16:00,CUST01252,card,opened,
2025-12-22 09:01:00,CUST01256,account,opened,
2026-01-11 19:01:00,CUST01256,card,opened,
2025-10-25 07:00:00,CUST01257,account,opened,
2025-10-31 10:00:00,CUST01257,card,opened,
2025-11-22 06:51:00,CUST01276,account,opened,
2025-12-09 08:51:00,CUST01276,card,opened,
2025-11-09 01:00:00,CUST01277,account,opened,
2025-11-13 07:00:00,CUST01277,card,opened,
2025-11-19 02:00:00,CUST01277,loan,applied,48611
2025-11-25 05:00:00,CUST01277,loan,approved,48611
2026-01-17 10:00:00,CUST01278,account,opened,
2026-02-06 11:05:00,CUST01283,account,opened,
2026-02-23 19:05:00,CUST01283,card,opened,
2026-01-15 05:00:00,CUST01289,account,opened,
2026-02-25 06:00:00,CUST01293,account,opened,
2026-03-05 07:00:00,CUST01293,loan,applied,4826
2025-12-11 08:00:00,CUST01297,account,opened,
2025-12-13 14:00:00,CUST01297,card,opened,
2025-11-23 12:59:00,CUST01302,account,opened,
2025-12-03 16:59:00,CUST01302,card,opened,
2025-11-13 23:41:00,CUST01312,account,opened,
2025-11-25 23:41:00,CUST01312,card,opened,
2025-11-22 05:00:00,CUST01316,account,opened,
2025-12-06 07:00:00,CUST01316,card,opened,
2025-11-27 10:14:00,CUST01319,account,opened,
2026-01-19 03:00:00,CUST01327,account,opened,
2026-01-20 09:00:00,CUST01327,card,opened,
2025-10-26 07:00:00,CUST01329,account,opened,
2025-11-05 07:00:00,CUST01329,card,opened,
2026-01-13 02:00:00,CUST01330,account,opened,
2025-11-20 01:04:00,CUST01344,account,opened,
2026-01-07 07:04:00,CUST01344,loan,applied,5584
2026-01-14 08:04:00,CUST01344,loan,approved,5584
2025-11-20 07:00:00,CUST01348,account,opened,
2026-02-27 09:59:00,CUST01349,account,opened,
2026-02-27 09:59:00,CUST01349,card,opened,
2026-01-02 02:00:00,CUST01352,account,opened,
2026-02-08 05:00:00,CUST01352,loan,applied,13898
2026-02-26 00:16:00,CUST01354,account,opened,
2025-11-29 16:59:00,CUST01367,account,opened,
2025-12-07 22:59:00,CUST01367,loan,applied,13649
2025-12-15 02:59:00,CUST01367,loan,approved,13649
2026-02-08 04:25:00,CUST01371,account,opened,
2026-02-11 09:32:00,CUST01372,account,opened,
2026-02-23 09:32:00,CUST01372,card,opened,
2026-02-03 14:02:00,CUST01373,account,opened,
2026-02-07 20:02:00,CUST01373,card,opened,
2026-02-25 19:42:00,CUST01374,account,opened,
2026-04-21 20:42:00,CUST01374,loan,applied,12341
2026-04-23 22:42:00,CUST01374,loan,approved,12341
2026-01-13 15:31:00,CUST01376,account,opened,
2026-01-26 01:31:00,CUST01376,card,opened,
2026-01-02 09:25:00,CUST01380,account,opened,
2025-11-30 14:25:00,CUST01384,account,opened,
2025-12-09 12:28:00,CUST01391,account,opened,
2025-12-26 16:28:00,CUST01391,card,opened,
2026-01-15 00:00:00,CUST01392,account,opened,
2026-01-22 03:00:00,CUST01392,card,opened,
2026-02-02 00:00:00,CUST01392,loan,applied,49661
2026-02-06 00:00:00,CUST01392,loan,approved,49661
2025-12-25 18:11:00,CUST01395,account,opened,
2025-11-14 03:48:00,CUST01401,account,opened,
2025-12-03 03:48:00,CUST01401,card,opened,
2026-01-13 04:00:00,CUST01402,account,opened,
2026-01-21 11:00:00,CUST01402,loan,applied,17497
2026-01-27 11:00:00,CUST01402,loan,approved,17497
2026-02-25 00:59:00,CUST01405,account,opened,
2026-03-01 08:59:00,CUST01405,card,opened,
2026-01-27 05:00:00,CUST01410,account,opened,
2026-02-09 17:35:00,CUST01420,account,opened,
2025-12-08 15:19:00,CUST01428,account,opened,
2025-12-13 16:19:00,CUST01428,card,opened,
2026-02-09 00:05:00,CUST01432,account,opened,
2026-02-27 07:05:00,CUST01432,card,opened,
2025-11-08 08:18:00,CUST01433,account,opened,
2025-11-25 08:18:00,CUST01433,card,opened,
2025-12-05 19:17:00,CUST01438,account,opened,
2025-11-15 08:46:00,CUST01450,account,opened,
2025-11-27 17:46:00,CUST01450,card,opened,
2025-11-22 20:11:00,CUST01458,account,opened,
2025-12-19 22:38:00,CUST01463,account,opened,
2025-12-17 19:18:00,CUST01489,account,opened,
2025-12-23 03:18:00,CUST01489,card,opened,
2026-01-28 11:00:00,CUST01490,account,opened,
2026-03-21 17:00:00,CUST01490,loan,applied,13945
2025-11-21 04:16:00,CUST01492,account,opened,
2026-01-11 20:25:00,CUST01493,account,opened,
2026-03-26 03:25:00,CUST01493,mortgage,applied,299969
2026-04-09 09:25:00,CUST01493,mortgage,approved,299969
2026-01-28 12:00:00,CUST01503,account,opened,
2025-11-22 09:09:00,CUST01513,account,opened,
2025-12-06 11:09:00,CUST01513,card,opened,
2026-01-16 00:44:00,CUST01533,account,opened,
2026-01-01 01:00:00,CUST01536,account,opened,
2025-11-28 10:46:00,CUST01542,account,opened,
2025-11-29 19:46:00,CUST01542,card,opened,
2026-01-27 19:48:00,CUST01552,account,opened,
2026-02-10 02:48:00,CUST01552,card,opened,
2026-02-25 11:56:00,CUST01553,account,opened,
2026-04-08 11:56:00,CUST01553,mortgage,applied,123670
2026-04-16 13:56:00,CUST01553,mortgage,approved,123670
2025-12-14 19:21:00,CUST01556,account,opened,
2025-12-08 03:27:00,CUST01559,account,opened,
2025-12-15 11:14:00,CUST01580,account,opened,
2025-12-20 12:14:00,CUST01580,card,opened,
2025-12-28 06:00:00,CUST01582,account,opened,
2026-01-06 09:00:00,CUST01582,card,opened,
2025-12-09 07:00:00,CUST01586,account,opened,
2025-12-31 06:01:00,CUST01590,account,opened,
2026-01-20 08:01:00,CUST01590,card,opened,
2025-11-14 13:32:00,CUST01601,account,opened,
2025-11-23 20:32:00,CUST01601,card,opened,
2025-11-15 14:14:00,CUST01604,account,opened,
2026-02-25 20:03:00,CUST01607,account,opened,
2026-03-16 04:03:00,CUST01607,card,opened,
2025-11-08 23:38:00,CUST01615,account,opened,
2026-02-06 09:38:00,CUST01615,mortgage,applied,323908
2026-01-04 00:00:00,CUST01627,account,opened,
2026-03-02 08:00:00,CUST01627,loan,applied,20901
2026-03-10 13:00:00,CUST01627,loan,approved,20901
2025-12-21 02:19:00,CUST01635,account,opened,
2026-02-27 18:24:00,CUST01640,account,opened,
2025-11-22 02:27:00,CUST01641,account,opened,
2025-11-27 03:27:00,CUST01641,card,opened,
2025-10-27 04:00:00,CUST01642,account,opened,
2025-11-23 12:00:00,CUST01651,account,opened,
2025-12-12 23:12:00,CUST01657,account,opened,
2025-12-16 00:12:00,CUST01657,card,opened,
2026-03-05 13:43:00,CUST01666,account,opened,
2026-03-16 18:43:00,CUST01666,card,opened,
2025-11-14 09:00:00,CUST01670,account,opened,
2025-11-29 10:00:00,CUST01670,card,opened,
2025-12-31 09:08:00,CUST01673,account,opened,
2025-11-20 05:00:00,CUST01677,account,opened,
2025-12-03 14:00:00,CUST01677,card,opened,
2025-11-24 07:00:00,CUST01682,account,opened,
2025-11-29 13:00:00,CUST01682,card,opened,
2025-12-28 10:00:00,CUST01682,loan,applied,13342
2025-12-29 11:00:00,CUST01682,loan,approved,13342
2026-01-27 23:30:00,CUST01692,account,opened,
2026-02-08 08:30:00,CUST01692,card,opened,
2025-12-23 04:22:00,CUST01699,account,opened,
2026-01-08 04:22:00,CUST01699,card,opened,
2025-12-21 06:06:00,CUST01701,account,opened,
2026-01-09 12:06:00,CUST01701,loan,applied,11432
2026-01-11 16:06:00,CUST01701,loan,approved,11432
2026-01-16 15:06:00,CUST01701,mortgage,applied,244647
2026-01-31 19:06:00,CUST01701,mortgage,approved,244647
2025-12-15 01:00:00,CUST01702,account,opened,
2025-12-26 01:00:00,CUST01702,card,opened,
2026-01-20 01:00:00,CUST01702,mortgage,applied,440991
2026-01-31 07:00:00,CUST01702,mortgage,approved,440991
2025-11-19 21:08:00,CUST01704,account,opened,
2026-01-06 15:09:00,CUST01705,account,opened,
2026-01-29 01:25:00,CUST01708,account,opened,
2026-03-08 08:25:00,CUST01708,loan,applied,43408
2026-02-13 20:29:00,CUST01713,account,opened,
2026-02-23 05:29:00,CUST01713,card,opened,
2025-10-31 03:43:00,CUST01716,account,opened,
2026-02-06 15:56:00,CUST01726,account,opened,
2026-02-03 05:00:00,CUST01728,account,opened,
2026-02-09 22:21:00,CUST01735,account,opened,
2026-02-28 23:21:00,CUST01735,card,opened,
2026-02-09 01:56:00,CUST01737,account,opened,
2025-12-25 22:54:00,CUST01742,account,opened,
2026-02-18 01:54:00,CUST01742,loan,applied,20980
2026-02-28 07:54:00,CUST01742,loan,approved,20980
2026-01-02 00:50:00,CUST01743,account,opened,
2025-12-29 12:00:00,CUST01746,account,opened,
2026-01-07 19:00:00,CUST01746,card,opened,
2026-01-19 01:00:00,CUST01747,account,opened,
2026-02-07 03:00:00,CUST01747,card,opened,
2025-12-25 07:00:00,CUST01751,account,opened,
2026-01-10 13:00:00,CUST01751,card,opened,
2026-02-22 19:57:00,CUST01752,account,opened,
2026-03-07 03:57:00,CUST01752,card,opened,
2025-12-25 17:32:00,CUST01769,account,opened,
2026-01-16 01:37:00,CUST01785,account,opened,
2026-01-20 05:37:00,CUST01785,card,opened,
2026-01-13 10:44:00,CUST01788,account,opened,
2025-12-18 11:00:00,CUST01795,account,opened,
2025-12-26 17:00:00,CUST01795,card,opened,
2025-12-13 01:00:00,CUST01797,account,opened,
2025-12-27 10:00:00,CUST01797,card,opened,
2026-02-05 08:37:00,CUST01802,account,opened,
2026-01-20 06:12:00,CUST01806,account,opened,
2025-11-13 19:10:00,CUST01810,account,opened,
2025-11-16 22:10:00,CUST01810,card,opened,
2025-12-16 21:28:00,CUST01822,account,opened,
2025-12-26 22:28:00,CUST01822,card,opened,
2026-02-11 01:41:00,CUST01830,account,opened,
2026-02-14 11:41:00,CUST01830,card,opened,
2025-12-30 13:38:00,CUST01834,account,opened,
2025-12-19 13:13:00,CUST01840,account,opened,
2025-12-17 17:57:00,CUST01842,account,opened,
2025-12-17 22:57:00,CUST01842,card,opened,
2025-11-19 05:00:00,CUST01843,account,opened,
2025-11-29 05:00:00,CUST01843,card,opened,
2026-01-02 11:00:00,CUST01843,loan,applied,4633
2026-01-12 11:00:00,CUST01843,loan,approved,4633
2026-02-01 12:00:00,CUST01844,account,opened,
2026-02-14 18:41:00,CUST01846,account,opened,
2025-10-31 14:52:00,CUST01850,account,opened,
2025-11-05 17:52:00,CUST01850,card,opened,
2025-12-30 15:52:00,CUST01850,loan,applied,5154
2026-01-01 11:54:00,CUST01851,account,opened,
